name,hidden_dim,num_layers,lr,dropout,bidirectional,window_size,ExactMatch,Macro F1,Micro F1,Duration,Device,Status,Focal_Alpha,Focal_Gamma,Loss_Type
LSTM-Large-LR1e3-W100,256,2,0.001,0.3,True,100,99.3020023521143,99.82748851184972,99.81837884037179,1491.79s,cuda:1,Success,0.75,2.0,Focal
LSTM-Large-LR1e3-W100,256,2,0.001,0.3,True,100,99.26992806194956,99.81742815254368,99.80770257999038,1483.19s,cuda:1,Success,0.75,3.0,Focal
LSTM-Large-LR1e3-W100,256,2,0.001,0.3,True,100,99.34171337803426,99.83536882961347,99.82713948279218,1472.89s,cuda:1,Success,0.75,1.0,Focal
LSTM-Large-LR1e3-W100,256,2,0.001,0.3,True,100,99.3600415438425,99.83982598603261,99.832066196452,1470.66s,cuda:1,Success,0.5,5.0,Focal
LSTM-Large-LR1e3-W100,256,2,0.001,0.3,True,100,99.5051395231623,99.8726252786812,99.86868524923082,1478.59s,cuda:1,Success,0.5,2.0,Focal
LSTM-Large-LR1e3-W100,256,2,0.001,0.3,True,100,99.41197134696769,99.85106562223206,99.84428550710257,1476.79s,cuda:1,Success,0.5,3.0,Focal
LSTM-Large-LR1e3-W200,256,2,0.001,0.3,True,200,99.39822522261052,99.82724190645969,99.82971379700052,1527.94s,cuda:1,Success,0.75,5.0,Focal
LSTM-Large-LR1e3-W200,256,2,0.001,0.3,True,200,99.43640890137907,99.83769962300713,99.84039100385658,1523.70s,cuda:1,Success,0.75,2.0,Focal
LSTM-Large-LR1e3-W200,256,2,0.001,0.3,True,200,99.39669787545927,99.82894763284014,99.83009495592013,1520.69s,cuda:1,Success,0.75,3.0,Focal
LSTM-Large-LR1e3-W200,256,2,0.001,0.3,True,200,99.46237380294113,99.84350372531848,99.84649223296522,1533.34s,cuda:1,Success,0.75,1.0,Focal
